cve_id,date_of_report,cve_type,root_cause,security_tactic,total_impacted_files,code_churn,issue_tracking_url,patch_url
CVE-2010-3255,2010-08-10 04:26:51 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,3,5,http://bugs.chromium.org/p/chromium/issues/detail?id=51653,http://src.chromium.org/viewvc/chrome?view=rev&revision=57412
CVE-2010-3256,2010-08-10 22:22:03 UTC,NON-TACTICAL,,,12,167,http://bugs.chromium.org/p/chromium/issues/detail?id=51727,"http://src.chromium.org/viewvc/chrome?view=rev&revision=55632,http://src.chromium.org/viewvc/chrome?view=rev&revision=56469,http://src.chromium.org/viewvc/chrome?view=rev&revision=55894,http://src.chromium.org/viewvc/chrome?view=rev&revision=55781,http://src.chromium.org/viewvc/chrome?view=rev&revision=55626,http://src.chromium.org/viewvc/chrome?view=rev&revision=55661,http://src.chromium.org/viewvc/chrome?view=rev&revision=55662,http://src.chromium.org/viewvc/chrome?view=rev&revision=58039,http://src.chromium.org/viewvc/chrome?view=rev&revision=58038"
CVE-2010-3257,2010-08-17 16:46:20 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,3,9,http://bugs.chromium.org/p/chromium/issues/detail?id=52443,http://src.chromium.org/viewvc/chrome?view=rev&revision=57069
CVE-2010-3258,2010-08-19 03:58:31 UTC,NON-TACTICAL,,,6,460,http://bugs.chromium.org/p/chromium/issues/detail?id=52682,"http://src.chromium.org/viewvc/chrome?view=rev&revision=56798,http://src.chromium.org/viewvc/chrome?view=rev&revision=56938,http://src.chromium.org/viewvc/chrome?view=rev&revision=56796,http://src.chromium.org/viewvc/chrome?view=rev&revision=56972"
CVE-2010-3259,2010-08-22 08:01:14 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,3,2,http://bugs.chromium.org/p/chromium/issues/detail?id=53001,http://src.chromium.org/viewvc/chrome?view=rev&revision=57104
CVE-2010-3411,2010-08-10 19:10:00 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,6,104,http://bugs.chromium.org/p/chromium/issues/detail?id=51709,"http://src.chromium.org/viewvc/chrome?view=rev&revision=58016,http://src.chromium.org/viewvc/chrome?view=rev&revision=55669"
CVE-2010-3412,2010-08-12 15:29:58 UTC,NON-TACTICAL,,,1,4,http://bugs.chromium.org/p/chromium/issues/detail?id=51919,"https://codereview.chromium.org/3116041,https://codereview.chromium.org/3181033"
CVE-2010-3413,2010-08-24 07:39:23 UTC,NON-TACTICAL,CWE-284 Improper Access Control,Authorize Actors,1,4,https://bugs.chromium.org/p/chromium/issues/detail?id=53176,https://src.chromium.org/viewvc/chrome?revision=57249&view=revision
CVE-2010-3414,2010-08-25 21:15:15 UTC,NON-TACTICAL,,,1,26,"https://bugs.chromium.org/p/chromium/issues/detail?id=45400,https://bugs.chromium.org/p/chromium/issues/detail?id=53361",http://src.chromium.org/viewvc/chrome?view=rev&revision=57785
CVE-2010-3415,2010-08-26 03:35:52 UTC,NON-TACTICAL,,,4,20,http://bugs.chromium.org/p/chromium/issues/detail?id=53394,"http://src.chromium.org/viewvc/chrome?view=rev&revision=58961,http://src.chromium.org/viewvc/chrome?view=rev&revision=58687"
CVE-2010-3416,2010-08-31 08:48:31 UTC,NON-TACTICAL,,,2,12,http://bugs.chromium.org/p/chromium/issues/detail?id=53930,https://codereview.chromium.org/3335013
CVE-2010-3417,2010-08-31 22:26:46 UTC,TACTICAL,CWE-862 Missing Authorization,Authorize Actors,2,6,http://bugs.chromium.org/p/chromium/issues/detail?id=54006,"http://src.chromium.org/viewvc/chrome?view=rev&revision=58285,http://src.chromium.org/viewvc/chrome?view=rev&revision=58251"
CVE-2010-3729,2010-09-10 17:04:07 UTC,NON-TACTICAL,,,3,51,http://bugs.chromium.org/p/chromium/issues/detail?id=55119,"http://src.chromium.org/viewvc/chrome?view=rev&revision=59553,http://src.chromium.org/viewvc/chrome?view=rev&revision=59384,http://src.chromium.org/viewvc/chrome?view=rev&revision=59537,http://src.chromium.org/viewvc/chrome?view=rev&revision=59799,http://src.chromium.org/viewvc/chrome?view=rev&revision=59798,http://src.chromium.org/viewvc/chrome?view=rev&revision=59558"
CVE-2010-3730,2010-09-13 05:25:31 UTC,TACTICAL,CWE-284 Improper Access Control,Authorize Actors,4,15,https://bugs.chromium.org/p/chromium/issues/detail?id=55350,https://src.chromium.org/viewvc/chrome?revision=59539&view=revision
CVE-2010-4008,2010-10-11 07:51:11 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,6,159,http://bugs.chromium.org/p/chromium/issues/detail?id=58731,"http://src.chromium.org/viewvc/chrome?view=rev&revision=63581,http://src.chromium.org/viewvc/chrome?view=rev&revision=63593,http://src.chromium.org/viewvc/chrome?view=rev&revision=63591,http://src.chromium.org/viewvc/chrome?view=rev&revision=62828,http://src.chromium.org/viewvc/chrome?view=rev&revision=63572,http://src.chromium.org/viewvc/chrome?view=rev&revision=63584"
CVE-2010-4033,2010-07-03 04:42:37 UTC,NON-TACTICAL,,,28,306,"https://bugs.chromium.org/p/chromium/issues/detail?id=48225,https://bugs.chromium.org/p/chromium/issues/detail?id=51727","http://src.chromium.org/viewvc/chrome?view=rev&revision=55632,http://src.chromium.org/viewvc/chrome?view=rev&revision=58053,http://src.chromium.org/viewvc/chrome?view=rev&revision=58052,http://src.chromium.org/viewvc/chrome?view=rev&revision=55626,http://src.chromium.org/viewvc/chrome?view=rev&revision=58054,http://src.chromium.org/viewvc/chrome?view=rev&revision=58044,http://src.chromium.org/viewvc/chrome?view=rev&revision=55781,http://src.chromium.org/viewvc/chrome?view=rev&revision=53685,http://src.chromium.org/viewvc/chrome?view=rev&revision=55661,http://src.chromium.org/viewvc/chrome?view=rev&revision=58049,http://src.chromium.org/viewvc/chrome?view=rev&revision=53686,http://src.chromium.org/viewvc/chrome?view=rev&revision=55662,http://src.chromium.org/viewvc/chrome?view=rev&revision=55894,http://src.chromium.org/viewvc/chrome?view=rev&revision=53350,http://src.chromium.org/viewvc/chrome?view=rev&revision=58039,http://src.chromium.org/viewvc/chrome?view=rev&revision=58038,http://src.chromium.org/viewvc/chrome?view=rev&revision=56469"
CVE-2010-4034,2010-07-12 19:58:17 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,13,723,http://bugs.chromium.org/p/chromium/issues/detail?id=48857,"http://src.chromium.org/viewvc/chrome?view=rev&revision=55794,http://src.chromium.org/viewvc/chrome?view=rev&revision=60999,http://src.chromium.org/viewvc/chrome?view=rev&revision=55622,http://src.chromium.org/viewvc/chrome?view=rev&revision=60953,http://src.chromium.org/viewvc/chrome?view=rev&revision=60949,http://src.chromium.org/viewvc/chrome?view=rev&revision=52536,http://src.chromium.org/viewvc/chrome?view=rev&revision=61413,http://src.chromium.org/viewvc/chrome?view=rev&revision=55173"
CVE-2010-4035,2010-07-27 22:26:42 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,8,68,http://bugs.chromium.org/p/chromium/issues/detail?id=50428,"http://src.chromium.org/viewvc/chrome?view=rev&revision=60095,http://src.chromium.org/viewvc/chrome?view=rev&revision=60103"
CVE-2010-4036,2010-08-10 10:21:14 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,20,1615,http://bugs.chromium.org/p/chromium/issues/detail?id=51680,"http://src.chromium.org/viewvc/chrome?view=rev&revision=58701,http://src.chromium.org/viewvc/chrome?view=rev&revision=60963,http://src.chromium.org/viewvc/chrome?view=rev&revision=60965,http://src.chromium.org/viewvc/chrome?view=rev&revision=58261,http://src.chromium.org/viewvc/chrome?view=rev&revision=62309"
CVE-2010-4037,2010-08-22 08:59:05 UTC,TACTICAL,CWE-284 Improper Access Control,Authorize Actors,5,110,https://bugs.chromium.org/p/chromium/issues/detail?id=53002,http://trac.webkit.org/changeset/67716
CVE-2010-4038,2010-08-31 19:01:56 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,1,4,http://bugs.chromium.org/p/chromium/issues/detail?id=53985,http://src.chromium.org/viewvc/chrome?view=rev&revision=58317
CVE-2010-4039,2010-09-01 20:43:06 UTC,NON-TACTICAL,,,1,0,https://bugs.chromium.org/p/chromium/issues/detail?id=54132,https://src.chromium.org/viewvc/chrome?revision=59599&view=revision
CVE-2010-4040,2010-09-4 16:21:50 UTC,NON-TACTICAL,,,1,18,http://bugs.chromium.org/p/chromium/issues/detail?id=54500,https://codereview.chromium.org/5678006
CVE-2010-4041,2010-09-08 08:31:16 UTC,TACTICAL,CWE-274 Improper Handling of Insufficient Privileges,Authorize Actors,3,31,https://bugs.chromium.org/p/chromium/issues/detail?id=54794,https://src.chromium.org/viewvc/chrome?revision=61512&view=revision
CVE-2010-4042,2010-09-21 22:21:40 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,8,459,http://bugs.chromium.org/p/chromium/issues/detail?id=56451,https://trac.webkit.org/changeset/68096
CVE-2010-4197,2010-08-09 17:33:34 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,6,68,https://bugs.chromium.org/p/chromium/issues/detail?id=51602,http://trac.webkit.org/changeset/70594
CVE-2010-4198,2010-09-11 15:13:58 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,1,8,https://bugs.chromium.org/p/chromium/issues/detail?id=55257,https://codereview.chromium.org/5996006/
CVE-2010-4199,2010-10-10 00:39:00 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,18,195,http://bugs.chromium.org/p/chromium/issues/detail?id=58657,https://codereview.chromium.org/6092005
CVE-2010-4201,2010-10-11 11:23:50 UTC,NON-TACTICAL,,,9,109,http://bugs.chromium.org/p/chromium/issues/detail?id=58741,https://trac.webkit.org/changeset/69831
CVE-2010-4202,2010-10-15 05:33:51 UTC,NON-TACTICAL,,,1,0,http://bugs.chromium.org/p/chromium/issues/detail?id=59320,http://src.chromium.org/viewvc/chrome?view=rev&revision=63010
CVE-2010-4203,2010-10-21 03:29:23 UTC,NON-TACTICAL,,,3,67,http://bugs.chromium.org/p/chromium/issues/detail?id=60055,https://codereview.chromium.org/3386027
CVE-2010-4204,2010-10-22 02:24:48 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,5,64,https://bugs.chromium.org/p/chromium/issues/detail?id=60238,http://trac.webkit.org/changeset/70517
CVE-2010-4205,2010-10-22 17:34:08 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,3,12,"https://bugs.chromium.org/p/chromium/issues/detail?id=60769,https://bugs.chromium.org/p/chromium/issues/detail?id=60327,https://bugs.chromium.org/p/chromium/issues/detail?id=61255","http://src.chromium.org/viewvc/chrome?view=rev&revision=64510,http://src.chromium.org/viewvc/chrome?view=rev&revision=64515,http://src.chromium.org/viewvc/chrome?view=rev&revision=64514"
CVE-2010-4206,2010-10-26 06:01:23 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,5,43,https://bugs.chromium.org/p/chromium/issues/detail?id=60688,http://trac.webkit.org/changeset/70652
CVE-2010-4482,2009-07-24 11:13:40 UTC,TACTICAL,CWE-284 Improper Access Control,Authorize Actors,4,219,http://bugs.chromium.org/p/chromium/issues/detail?id=17655,"http://src.chromium.org/viewvc/chrome?view=rev&revision=57168,http://src.chromium.org/viewvc/chrome?view=rev&revision=56850,http://src.chromium.org/viewvc/chrome?view=rev&revision=56834"
CVE-2010-4483,2010-09-15 19:49:30 UTC,TACTICAL,CWE-284 Improper Access Control,Authorize Actors,16,184,http://bugs.chromium.org/p/chromium/issues/detail?id=55745,"http://src.chromium.org/viewvc/chrome?view=rev&revision=63845,http://src.chromium.org/viewvc/chrome?view=rev&revision=63849"
CVE-2010-4484,2010-09-20 05:34:04 UTC,NON-TACTICAL,,,2,4,https://bugs.chromium.org/p/chromium/issues/detail?id=56237,https://src.chromium.org/viewvc/chrome?revision=60685&view=revision
CVE-2010-4485,2010-10-7 17:42:36 UTC,TACTICAL,CWE-274 Improper Handling of Insufficient Privileges,Authorize Actors,2,8,http://bugs.chromium.org/p/chromium/issues/detail?id=58319,http://src.chromium.org/viewvc/chrome?view=rev&revision=63647
CVE-2010-4486,2010-10-18 09:27:35 UTC,NON-TACTICAL,,,18,238,http://bugs.chromium.org/p/chromium/issues/detail?id=59554,"https://trac.webkit.org/changeset/71170,https://trac.webkit.org/changeset/71368"
CVE-2010-4487,2010-10-19 18:54:01 UTC,TACTICAL,CWE-863 Incorrect Authorization,Authorize Actors,4,82,http://bugs.chromium.org/p/chromium/issues/detail?id=59817,"http://src.chromium.org/viewvc/chrome?view=rev&revision=63158,http://src.chromium.org/viewvc/chrome?view=rev&revision=63485,http://src.chromium.org/viewvc/chrome?view=rev&revision=63486"
CVE-2010-4488,2010-11-03 08:47:37 UTC,TACTICAL,CWE-287 Improper Authentication,Authenticate Actors,1,5,https://bugs.chromium.org/p/chromium/issues/detail?id=61701,https://src.chromium.org/viewvc/chrome?revision=65259&view=revision
CVE-2010-4489,2010-11-02 22:36:10 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,3,0,https://bugs.chromium.org/p/chromium/issues/detail?id=61653,https://src.chromium.org/viewvc/chrome?revision=66498&view=revision
CVE-2010-4490,2010-11-05 20:59:42 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,1,7,https://bugs.chromium.org/p/chromium/issues/detail?id=62127,https://src.chromium.org/viewvc/chrome?revision=65350&view=revision
CVE-2010-4491,2010-11-6 07:46:22 UTC,TACTICAL,CWE-274 Improper Handling of Insufficient Privileges,Authorize Actors,3,18,http://bugs.chromium.org/p/chromium/issues/detail?id=62168,https://trac.webkit.org/changeset/71533
CVE-2010-4492,2010-11-8 22:38:47 UTC,NON-TACTICAL,,,5,51,http://bugs.chromium.org/p/chromium/issues/detail?id=62401,https://trac.webkit.org/changeset/71686
CVE-2010-4493,2010-11-13 07:39:47 UTC,NON-TACTICAL,,,2,18,http://bugs.chromium.org/p/chromium/issues/detail?id=63051,https://trac.webkit.org/changeset/72013
CVE-2010-4494,2010-11-17 06:13:40 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,4,24,http://bugs.chromium.org/p/chromium/issues/detail?id=63444,"http://src.chromium.org/viewvc/chrome?view=rev&revision=66581,http://src.chromium.org/viewvc/chrome?view=rev&revision=66567"
CVE-2010-4574,2010-09-21 22:16:08 UTC,NON-TACTICAL,,,3,53,http://bugs.chromium.org/p/chromium/issues/detail?id=56449,http://src.chromium.org/viewvc/chrome?view=rev&revision=68033
CVE-2010-4575,2010-10-26 17:03:08 UTC,NON-TACTICAL,,,1,18,http://bugs.chromium.org/p/chromium/issues/detail?id=60761,https://src.chromium.org/viewvc/chrome?revision=68112&view=revision
CVE-2010-4576,2010-11-17 21:31:35 UTC,NON-TACTICAL,,,1,20,http://bugs.chromium.org/p/chromium/issues/detail?id=63529,http://src.chromium.org/viewvc/chrome?view=rev&revision=66620
CVE-2010-4577,2010-11-20 04:36:22 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,6,37,https://bugs.chromium.org/p/chromium/issues/detail?id=63866,"http://trac.webkit.org/changeset/72685,http://trac.webkit.org/changeset/72685/trunk/WebCore/css/CSSParser.cpp"
CVE-2011-0470,2010-10-5 21:56:05 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,10,61,http://bugs.chromium.org/p/chromium/issues/detail?id=58053,http://src.chromium.org/viewvc/chrome?view=rev&revision=67883
CVE-2011-0472,2010-12-10 15:15:26 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,4,55,http://bugs.chromium.org/p/chromium/issues/detail?id=66334,"https://src.chromium.org/viewvc/chrome?view=revision&revision=780,https://src.chromium.org/viewvc/chrome?view=revision&revision=781"
CVE-2011-0474,2010-12-13 22:20:30 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,8,94,http://bugs.chromium.org/p/chromium/issues/detail?id=66748,https://trac.webkit.org/changeset/74574
CVE-2011-0475,2010-12-16 02:00:55 UTC,NON-TACTICAL,,,11,199,http://bugs.chromium.org/p/chromium/issues/detail?id=67100,"https://src.chromium.org/viewvc/chrome/?revision=778&view=revision,https://src.chromium.org/viewvc/chrome/?revision=779&view=revision"
CVE-2011-0476,2010-12-16 21:56:34 UTC,NON-TACTICAL,,,11,395,http://bugs.chromium.org/p/chromium/issues/detail?id=67208,"https://src.chromium.org/viewvc/chrome/?revision=783&view=revision,https://src.chromium.org/viewvc/chrome/?revision=784&view=revision,https://src.chromium.org/viewvc/chrome/?revision=785&view=revision"
CVE-2011-0477,2010-12-17 13:35:36 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,20,552,http://bugs.chromium.org/p/chromium/issues/detail?id=67303,"http://src.chromium.org/viewvc/chrome?view=rev&revision=70818,http://src.chromium.org/viewvc/chrome?view=rev&revision=70790,http://src.chromium.org/viewvc/chrome?view=rev&revision=70077,http://src.chromium.org/viewvc/chrome?view=rev&revision=70792,http://src.chromium.org/viewvc/chrome?view=rev&revision=70793,http://src.chromium.org/viewvc/chrome?view=rev&revision=70092,http://src.chromium.org/viewvc/chrome?view=rev&revision=70789,http://src.chromium.org/viewvc/chrome?view=rev&revision=70816,http://src.chromium.org/viewvc/chrome?view=rev&revision=70703,http://src.chromium.org/viewvc/chrome?view=rev&revision=70669"
CVE-2011-0478,2010-12-17 21:18:02 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,8,88,http://bugs.chromium.org/p/chromium/issues/detail?id=67363,https://trac.webkit.org/changeset/74636
CVE-2011-0479,2010-12-18 02:32:49 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,2,http://bugs.chromium.org/p/chromium/issues/detail?id=67393,"http://src.chromium.org/viewvc/chrome?view=rev&revision=70434,http://src.chromium.org/viewvc/chrome?view=rev&revision=69721"
CVE-2011-0480,2010-12-27 20:28:02 UTC,NON-TACTICAL,,,7,52,http://bugs.chromium.org/p/chromium/issues/detail?id=68115,"http://codereview.chromium.org/5964011,http://codereview.chromium.org/6069005,http://src.chromium.org/viewvc/chrome?view=rev&revision=70200"
CVE-2011-0481,2010-12-28 18:48:11 UTC,NON-TACTICAL,,,3,2,http://bugs.chromium.org/p/chromium/issues/detail?id=68170,"https://src.chromium.org/viewvc/chrome/?revision=789&view=revision,https://src.chromium.org/viewvc/chrome/?revision=790&view=revision,https://src.chromium.org/viewvc/chrome/?revision=791&view=revision"
CVE-2011-0484,2011-01-3 03:32:15 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,5,92,http://bugs.chromium.org/p/chromium/issues/detail?id=68439,"https://trac.webkit.org/changeset/75082,https://trac.webkit.org/changeset/75084"
CVE-2011-0776,2010-05-1 01:47:24 UTC,TACTICAL,CWE-610 Externally Controlled Reference to a Resource in Another Sphere,Limit Access,5,193,http://bugs.chromium.org/p/chromium/issues/detail?id=42989,http://src.chromium.org/viewvc/chrome?view=rev&revision=63884
CVE-2011-0777,2010-09-16 08:54:44 UTC,NON-TACTICAL,,,18,182,http://bugs.chromium.org/p/chromium/issues/detail?id=55831,"https://trac.webkit.org/changeset/69360,https://trac.webkit.org/changeset/72230"
